statement,link,date,source,label
"

Ben Shapiro posted on X about his sister and Sydney Sweeney.

",/factchecks/2024/apr/03/instagram-posts/ben-shapiro-didnt-post-this-about-sydney-sweeney/,"April 3, 2024",Instagram posts,https://static.politifact.com/img/meter-pants-fire.jpg
"

Insulin for Medicare beneficiaries ""was costing 400 bucks a month on average. It now costs $35 a month.""

",/factchecks/2024/apr/02/joe-biden/biden-is-right-about-35-insulin-cap-but-exaggerate/,"April 2, 2024",Joe Biden,https://static.politifact.com/img/meter-half-true.jpg
"

The Dali ship’s “black box” stopped recording “right before (the) crash” into the Baltimore bridge then started recording “right after.”

",/factchecks/2024/apr/02/instagram-posts/baltimore-bridge-collapse-post-misleads-about-dali/,"April 2, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

Video of the ship colliding with the Baltimore bridge proves the bridge collapse wasn’t “an accident.”

",/factchecks/2024/apr/02/facebook-posts/baltimore-bridge-collapse-federal-state-officials/,"April 2, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

Three rockets NASA is launching during the April 8 solar eclipse is “a ritual causing mass psychosis.”

",/factchecks/2024/apr/02/instagram-posts/no-nasa-doesnt-have-a-mission-to-cause-mass-psycho/,"April 2, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

“Joe Biden banned ‘religious themed’ eggs at the White House’s Easter Egg design contest for kids.”

",/factchecks/2024/apr/01/kristi-noem/claim-that-joe-biden-banned-religious-easter-egg-d/,"April 1, 2024",Kristi Noem,https://static.politifact.com/img/meter-false.jpg
"

“Nothing to see here… just the Mayor of Baltimore threatening White people.”

",/factchecks/2024/apr/01/libs-of-tiktok/baltimore-mayor-brandon-scott-did-not-threaten-whi/,"April 1, 2024",Libs of TikTok,https://static.politifact.com/img/meter-false.jpg
"

You can vote in-person absentee at your clerk’s office on Monday before Election Day.

",/factchecks/2024/apr/01/derrick-van-orden/no-you-cannot-vote-in-person-absentee-the-day-befo/,"April 1, 2024",Derrick Van Orden,https://static.politifact.com/img/meter-false.jpg
"

In 2020, Trump “did much better” in the Wisconsin election than 2016, and “after the wrongdoing was found, people said, ‘Well, he actually did win.’”

",/factchecks/2024/apr/01/donald-trump/ahead-of-first-2024-rally-in-wisconsin-trump-repea/,"April 1, 2024",Donald Trump,https://static.politifact.com/img/meter-pants-fire.jpg
"

“Buttigieg praises cargo ship for helping dismantle racism in American roads.”

",/factchecks/2024/mar/29/viral-image/satirical-headline-about-pete-buttigieg-and-the-ke/,"arch 29, 2024",Viral image,https://static.politifact.com/img/meter-false.jpg
"

In New York, there are no barriers to law enforcement to work with the federal government on immigration laws, and there are 100 crimes where migrants can be handed over.

",/factchecks/2024/mar/29/kathy-hochul/patchwork-of-laws-and-edicts-limit-cooperation-bet/,"arch 29, 2024",Kathy Hochul,https://static.politifact.com/img/meter-barely-true.jpg
"

“The Francis Scott Key bridge is the same bridge that was shown in the Netflix movie ‘Leave the World Behind.’”

",/factchecks/2024/mar/29/facebook-posts/baltimore-bridge-is-not-the-same-bridge-as-seen-in/,"arch 29, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

“We’re facing situations these days where you have to have two officers in the evidence room in case there’s an accidental (fentanyl) exposure.”

",/factchecks/2024/mar/29/tammy-baldwin/yes-many-wisconsin-police-agencies-have-two-office/,"arch 29, 2024",Tammy Baldwin,https://static.politifact.com/img/meter-true.jpg
"

""Barco chino destruye imponente barco en Baltimore"".

",/factchecks/2024/mar/29/facebook-posts/el-buque-que-choco-contra-el-puente-de-baltimore-n/,"arch 29, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

Donald Trump paid off the mortgage of a man who helped him fix a flat tire.

",/factchecks/2024/mar/29/facebook-posts/no-donald-trump-did-not-pay-off-the-mortgage-of-a/,"arch 29, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

A March 26 bridge fire in Ohio is related to the collapse of Baltimore's Francis Scott Key Bridge.

",/factchecks/2024/mar/29/instagram-posts/baltimore-bridge-accident-fire-near-ohio-bridge-ar/,"arch 29, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

“Three busses just loaded up with illegal invaders at Detroit Metro"" airport.

",/factchecks/2024/mar/29/matt-maddock/three-busses-just-loaded-up-with-illegal-invaders/,"arch 29, 2024",Matt Maddock,https://static.politifact.com/img/meter-pants-fire.jpg
"

""El presidente Biden acaba de anunciar el nuevo programa 'Latinos sin deudas 2024' que ayudará a toda la comunidad hispana con problemas de deudas"".

",/factchecks/2024/apr/03/facebook-posts/no-biden-no-anuncio-un-programa-para-ayudar-a-los/,"April 3, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

""Los Simpson predicen la caída del puente en Maryland"".

",/factchecks/2024/apr/03/facebook-posts/los-simpson-no-predijeron-la-caida-del-puente-fran/,"April 3, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

""The Earth is warming because of the sun's changing distance from the Earth, not because of carbon emissions.""

",/factchecks/2024/apr/03/facebook-posts/no-the-earth-sun-distance-isnt-causing-global-warm/,"April 3, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

Ben Shapiro posted on X about his sister and Sydney Sweeney.

",/factchecks/2024/apr/03/instagram-posts/ben-shapiro-didnt-post-this-about-sydney-sweeney/,"April 3, 2024",Instagram posts,https://static.politifact.com/img/meter-pants-fire.jpg
"

Insulin for Medicare beneficiaries ""was costing 400 bucks a month on average. It now costs $35 a month.""

",/factchecks/2024/apr/02/joe-biden/biden-is-right-about-35-insulin-cap-but-exaggerate/,"April 2, 2024",Joe Biden,https://static.politifact.com/img/meter-half-true.jpg
"

The Dali ship’s “black box” stopped recording “right before (the) crash” into the Baltimore bridge then started recording “right after.”

",/factchecks/2024/apr/02/instagram-posts/baltimore-bridge-collapse-post-misleads-about-dali/,"April 2, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

Video of the ship colliding with the Baltimore bridge proves the bridge collapse wasn’t “an accident.”

",/factchecks/2024/apr/02/facebook-posts/baltimore-bridge-collapse-federal-state-officials/,"April 2, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

Three rockets NASA is launching during the April 8 solar eclipse is “a ritual causing mass psychosis.”

",/factchecks/2024/apr/02/instagram-posts/no-nasa-doesnt-have-a-mission-to-cause-mass-psycho/,"April 2, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

“Joe Biden banned ‘religious themed’ eggs at the White House’s Easter Egg design contest for kids.”

",/factchecks/2024/apr/01/kristi-noem/claim-that-joe-biden-banned-religious-easter-egg-d/,"April 1, 2024",Kristi Noem,https://static.politifact.com/img/meter-false.jpg
"

“Nothing to see here… just the Mayor of Baltimore threatening White people.”

",/factchecks/2024/apr/01/libs-of-tiktok/baltimore-mayor-brandon-scott-did-not-threaten-whi/,"April 1, 2024",Libs of TikTok,https://static.politifact.com/img/meter-false.jpg
"

You can vote in-person absentee at your clerk’s office on Monday before Election Day.

",/factchecks/2024/apr/01/derrick-van-orden/no-you-cannot-vote-in-person-absentee-the-day-befo/,"April 1, 2024",Derrick Van Orden,https://static.politifact.com/img/meter-false.jpg
"

In 2020, Trump “did much better” in the Wisconsin election than 2016, and “after the wrongdoing was found, people said, ‘Well, he actually did win.’”

",/factchecks/2024/apr/01/donald-trump/ahead-of-first-2024-rally-in-wisconsin-trump-repea/,"April 1, 2024",Donald Trump,https://static.politifact.com/img/meter-pants-fire.jpg
"

“Buttigieg praises cargo ship for helping dismantle racism in American roads.”

",/factchecks/2024/mar/29/viral-image/satirical-headline-about-pete-buttigieg-and-the-ke/,"arch 29, 2024",Viral image,https://static.politifact.com/img/meter-false.jpg
"

In New York, there are no barriers to law enforcement to work with the federal government on immigration laws, and there are 100 crimes where migrants can be handed over.

",/factchecks/2024/mar/29/kathy-hochul/patchwork-of-laws-and-edicts-limit-cooperation-bet/,"arch 29, 2024",Kathy Hochul,https://static.politifact.com/img/meter-barely-true.jpg
"

“The Francis Scott Key bridge is the same bridge that was shown in the Netflix movie ‘Leave the World Behind.’”

",/factchecks/2024/mar/29/facebook-posts/baltimore-bridge-is-not-the-same-bridge-as-seen-in/,"arch 29, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

“We’re facing situations these days where you have to have two officers in the evidence room in case there’s an accidental (fentanyl) exposure.”

",/factchecks/2024/mar/29/tammy-baldwin/yes-many-wisconsin-police-agencies-have-two-office/,"arch 29, 2024",Tammy Baldwin,https://static.politifact.com/img/meter-true.jpg
"

""Barco chino destruye imponente barco en Baltimore"".

",/factchecks/2024/mar/29/facebook-posts/el-buque-que-choco-contra-el-puente-de-baltimore-n/,"arch 29, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

Donald Trump paid off the mortgage of a man who helped him fix a flat tire.

",/factchecks/2024/mar/29/facebook-posts/no-donald-trump-did-not-pay-off-the-mortgage-of-a/,"arch 29, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

A March 26 bridge fire in Ohio is related to the collapse of Baltimore's Francis Scott Key Bridge.

",/factchecks/2024/mar/29/instagram-posts/baltimore-bridge-accident-fire-near-ohio-bridge-ar/,"arch 29, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

“Three busses just loaded up with illegal invaders at Detroit Metro"" airport.

",/factchecks/2024/mar/29/matt-maddock/three-busses-just-loaded-up-with-illegal-invaders/,"arch 29, 2024",Matt Maddock,https://static.politifact.com/img/meter-pants-fire.jpg
"

“We just had 100% increase in layoffs.”

",/factchecks/2024/mar/29/scott-walker/former-wisconsin-governors-statement-on-layoffs-is/,"arch 29, 2024",Scott Walker,https://static.politifact.com/img/meter-mostly-true.jpg
"

""El presidente Biden acaba de anunciar el nuevo programa 'Latinos sin deudas 2024' que ayudará a toda la comunidad hispana con problemas de deudas"".

",/factchecks/2024/apr/03/facebook-posts/no-biden-no-anuncio-un-programa-para-ayudar-a-los/,"April 3, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

""Los Simpson predicen la caída del puente en Maryland"".

",/factchecks/2024/apr/03/facebook-posts/los-simpson-no-predijeron-la-caida-del-puente-fran/,"April 3, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

""The Earth is warming because of the sun's changing distance from the Earth, not because of carbon emissions.""

",/factchecks/2024/apr/03/facebook-posts/no-the-earth-sun-distance-isnt-causing-global-warm/,"April 3, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

Ben Shapiro posted on X about his sister and Sydney Sweeney.

",/factchecks/2024/apr/03/instagram-posts/ben-shapiro-didnt-post-this-about-sydney-sweeney/,"April 3, 2024",Instagram posts,https://static.politifact.com/img/meter-pants-fire.jpg
"

Insulin for Medicare beneficiaries ""was costing 400 bucks a month on average. It now costs $35 a month.""

",/factchecks/2024/apr/02/joe-biden/biden-is-right-about-35-insulin-cap-but-exaggerate/,"April 2, 2024",Joe Biden,https://static.politifact.com/img/meter-half-true.jpg
"

The Dali ship’s “black box” stopped recording “right before (the) crash” into the Baltimore bridge then started recording “right after.”

",/factchecks/2024/apr/02/instagram-posts/baltimore-bridge-collapse-post-misleads-about-dali/,"April 2, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

Video of the ship colliding with the Baltimore bridge proves the bridge collapse wasn’t “an accident.”

",/factchecks/2024/apr/02/facebook-posts/baltimore-bridge-collapse-federal-state-officials/,"April 2, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

Three rockets NASA is launching during the April 8 solar eclipse is “a ritual causing mass psychosis.”

",/factchecks/2024/apr/02/instagram-posts/no-nasa-doesnt-have-a-mission-to-cause-mass-psycho/,"April 2, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

“Joe Biden banned ‘religious themed’ eggs at the White House’s Easter Egg design contest for kids.”

",/factchecks/2024/apr/01/kristi-noem/claim-that-joe-biden-banned-religious-easter-egg-d/,"April 1, 2024",Kristi Noem,https://static.politifact.com/img/meter-false.jpg
"

“Nothing to see here… just the Mayor of Baltimore threatening White people.”

",/factchecks/2024/apr/01/libs-of-tiktok/baltimore-mayor-brandon-scott-did-not-threaten-whi/,"April 1, 2024",Libs of TikTok,https://static.politifact.com/img/meter-false.jpg
"

You can vote in-person absentee at your clerk’s office on Monday before Election Day.

",/factchecks/2024/apr/01/derrick-van-orden/no-you-cannot-vote-in-person-absentee-the-day-befo/,"April 1, 2024",Derrick Van Orden,https://static.politifact.com/img/meter-false.jpg
"

In 2020, Trump “did much better” in the Wisconsin election than 2016, and “after the wrongdoing was found, people said, ‘Well, he actually did win.’”

",/factchecks/2024/apr/01/donald-trump/ahead-of-first-2024-rally-in-wisconsin-trump-repea/,"April 1, 2024",Donald Trump,https://static.politifact.com/img/meter-pants-fire.jpg
"

“Buttigieg praises cargo ship for helping dismantle racism in American roads.”

",/factchecks/2024/mar/29/viral-image/satirical-headline-about-pete-buttigieg-and-the-ke/,"arch 29, 2024",Viral image,https://static.politifact.com/img/meter-false.jpg
"

In New York, there are no barriers to law enforcement to work with the federal government on immigration laws, and there are 100 crimes where migrants can be handed over.

",/factchecks/2024/mar/29/kathy-hochul/patchwork-of-laws-and-edicts-limit-cooperation-bet/,"arch 29, 2024",Kathy Hochul,https://static.politifact.com/img/meter-barely-true.jpg
"

“The Francis Scott Key bridge is the same bridge that was shown in the Netflix movie ‘Leave the World Behind.’”

",/factchecks/2024/mar/29/facebook-posts/baltimore-bridge-is-not-the-same-bridge-as-seen-in/,"arch 29, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

“We’re facing situations these days where you have to have two officers in the evidence room in case there’s an accidental (fentanyl) exposure.”

",/factchecks/2024/mar/29/tammy-baldwin/yes-many-wisconsin-police-agencies-have-two-office/,"arch 29, 2024",Tammy Baldwin,https://static.politifact.com/img/meter-true.jpg
"

""Barco chino destruye imponente barco en Baltimore"".

",/factchecks/2024/mar/29/facebook-posts/el-buque-que-choco-contra-el-puente-de-baltimore-n/,"arch 29, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

Donald Trump paid off the mortgage of a man who helped him fix a flat tire.

",/factchecks/2024/mar/29/facebook-posts/no-donald-trump-did-not-pay-off-the-mortgage-of-a/,"arch 29, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

A March 26 bridge fire in Ohio is related to the collapse of Baltimore's Francis Scott Key Bridge.

",/factchecks/2024/mar/29/instagram-posts/baltimore-bridge-accident-fire-near-ohio-bridge-ar/,"arch 29, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

“Three busses just loaded up with illegal invaders at Detroit Metro"" airport.

",/factchecks/2024/mar/29/matt-maddock/three-busses-just-loaded-up-with-illegal-invaders/,"arch 29, 2024",Matt Maddock,https://static.politifact.com/img/meter-pants-fire.jpg
"

“We just had 100% increase in layoffs.”

",/factchecks/2024/mar/29/scott-walker/former-wisconsin-governors-statement-on-layoffs-is/,"arch 29, 2024",Scott Walker,https://static.politifact.com/img/meter-mostly-true.jpg
"

There was an “attempt on the life” of Dr. Oz after he shared a blood pressure treatment.

",/factchecks/2024/mar/29/facebook-posts/dr-oz-wasnt-attacked-on-tv-for-talking-about-a-new/,"arch 29, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

""El presidente Biden acaba de anunciar el nuevo programa 'Latinos sin deudas 2024' que ayudará a toda la comunidad hispana con problemas de deudas"".

",/factchecks/2024/apr/03/facebook-posts/no-biden-no-anuncio-un-programa-para-ayudar-a-los/,"April 3, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

""Los Simpson predicen la caída del puente en Maryland"".

",/factchecks/2024/apr/03/facebook-posts/los-simpson-no-predijeron-la-caida-del-puente-fran/,"April 3, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

""The Earth is warming because of the sun's changing distance from the Earth, not because of carbon emissions.""

",/factchecks/2024/apr/03/facebook-posts/no-the-earth-sun-distance-isnt-causing-global-warm/,"April 3, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

Ben Shapiro posted on X about his sister and Sydney Sweeney.

",/factchecks/2024/apr/03/instagram-posts/ben-shapiro-didnt-post-this-about-sydney-sweeney/,"April 3, 2024",Instagram posts,https://static.politifact.com/img/meter-pants-fire.jpg
"

Insulin for Medicare beneficiaries ""was costing 400 bucks a month on average. It now costs $35 a month.""

",/factchecks/2024/apr/02/joe-biden/biden-is-right-about-35-insulin-cap-but-exaggerate/,"April 2, 2024",Joe Biden,https://static.politifact.com/img/meter-half-true.jpg
"

The Dali ship’s “black box” stopped recording “right before (the) crash” into the Baltimore bridge then started recording “right after.”

",/factchecks/2024/apr/02/instagram-posts/baltimore-bridge-collapse-post-misleads-about-dali/,"April 2, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

Video of the ship colliding with the Baltimore bridge proves the bridge collapse wasn’t “an accident.”

",/factchecks/2024/apr/02/facebook-posts/baltimore-bridge-collapse-federal-state-officials/,"April 2, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

Three rockets NASA is launching during the April 8 solar eclipse is “a ritual causing mass psychosis.”

",/factchecks/2024/apr/02/instagram-posts/no-nasa-doesnt-have-a-mission-to-cause-mass-psycho/,"April 2, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

“Joe Biden banned ‘religious themed’ eggs at the White House’s Easter Egg design contest for kids.”

",/factchecks/2024/apr/01/kristi-noem/claim-that-joe-biden-banned-religious-easter-egg-d/,"April 1, 2024",Kristi Noem,https://static.politifact.com/img/meter-false.jpg
"

“Nothing to see here… just the Mayor of Baltimore threatening White people.”

",/factchecks/2024/apr/01/libs-of-tiktok/baltimore-mayor-brandon-scott-did-not-threaten-whi/,"April 1, 2024",Libs of TikTok,https://static.politifact.com/img/meter-false.jpg
"

You can vote in-person absentee at your clerk’s office on Monday before Election Day.

",/factchecks/2024/apr/01/derrick-van-orden/no-you-cannot-vote-in-person-absentee-the-day-befo/,"April 1, 2024",Derrick Van Orden,https://static.politifact.com/img/meter-false.jpg
"

In 2020, Trump “did much better” in the Wisconsin election than 2016, and “after the wrongdoing was found, people said, ‘Well, he actually did win.’”

",/factchecks/2024/apr/01/donald-trump/ahead-of-first-2024-rally-in-wisconsin-trump-repea/,"April 1, 2024",Donald Trump,https://static.politifact.com/img/meter-pants-fire.jpg
"

“Buttigieg praises cargo ship for helping dismantle racism in American roads.”

",/factchecks/2024/mar/29/viral-image/satirical-headline-about-pete-buttigieg-and-the-ke/,"arch 29, 2024",Viral image,https://static.politifact.com/img/meter-false.jpg
"

In New York, there are no barriers to law enforcement to work with the federal government on immigration laws, and there are 100 crimes where migrants can be handed over.

",/factchecks/2024/mar/29/kathy-hochul/patchwork-of-laws-and-edicts-limit-cooperation-bet/,"arch 29, 2024",Kathy Hochul,https://static.politifact.com/img/meter-barely-true.jpg
"

“The Francis Scott Key bridge is the same bridge that was shown in the Netflix movie ‘Leave the World Behind.’”

",/factchecks/2024/mar/29/facebook-posts/baltimore-bridge-is-not-the-same-bridge-as-seen-in/,"arch 29, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

“We’re facing situations these days where you have to have two officers in the evidence room in case there’s an accidental (fentanyl) exposure.”

",/factchecks/2024/mar/29/tammy-baldwin/yes-many-wisconsin-police-agencies-have-two-office/,"arch 29, 2024",Tammy Baldwin,https://static.politifact.com/img/meter-true.jpg
"

""Barco chino destruye imponente barco en Baltimore"".

",/factchecks/2024/mar/29/facebook-posts/el-buque-que-choco-contra-el-puente-de-baltimore-n/,"arch 29, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

Donald Trump paid off the mortgage of a man who helped him fix a flat tire.

",/factchecks/2024/mar/29/facebook-posts/no-donald-trump-did-not-pay-off-the-mortgage-of-a/,"arch 29, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

A March 26 bridge fire in Ohio is related to the collapse of Baltimore's Francis Scott Key Bridge.

",/factchecks/2024/mar/29/instagram-posts/baltimore-bridge-accident-fire-near-ohio-bridge-ar/,"arch 29, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

“Three busses just loaded up with illegal invaders at Detroit Metro"" airport.

",/factchecks/2024/mar/29/matt-maddock/three-busses-just-loaded-up-with-illegal-invaders/,"arch 29, 2024",Matt Maddock,https://static.politifact.com/img/meter-pants-fire.jpg
"

“We just had 100% increase in layoffs.”

",/factchecks/2024/mar/29/scott-walker/former-wisconsin-governors-statement-on-layoffs-is/,"arch 29, 2024",Scott Walker,https://static.politifact.com/img/meter-mostly-true.jpg
"

There was an “attempt on the life” of Dr. Oz after he shared a blood pressure treatment.

",/factchecks/2024/mar/29/facebook-posts/dr-oz-wasnt-attacked-on-tv-for-talking-about-a-new/,"arch 29, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

Photo shows “a black figure on the bridge before it collapsed.”

",/factchecks/2024/mar/29/facebook-posts/no-this-isnt-a-photo-of-a-black-figure-on-baltimor/,"arch 29, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

""El presidente Biden acaba de anunciar el nuevo programa 'Latinos sin deudas 2024' que ayudará a toda la comunidad hispana con problemas de deudas"".

",/factchecks/2024/apr/03/facebook-posts/no-biden-no-anuncio-un-programa-para-ayudar-a-los/,"April 3, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

""Los Simpson predicen la caída del puente en Maryland"".

",/factchecks/2024/apr/03/facebook-posts/los-simpson-no-predijeron-la-caida-del-puente-fran/,"April 3, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

""The Earth is warming because of the sun's changing distance from the Earth, not because of carbon emissions.""

",/factchecks/2024/apr/03/facebook-posts/no-the-earth-sun-distance-isnt-causing-global-warm/,"April 3, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

Ben Shapiro posted on X about his sister and Sydney Sweeney.

",/factchecks/2024/apr/03/instagram-posts/ben-shapiro-didnt-post-this-about-sydney-sweeney/,"April 3, 2024",Instagram posts,https://static.politifact.com/img/meter-pants-fire.jpg
"

Insulin for Medicare beneficiaries ""was costing 400 bucks a month on average. It now costs $35 a month.""

",/factchecks/2024/apr/02/joe-biden/biden-is-right-about-35-insulin-cap-but-exaggerate/,"April 2, 2024",Joe Biden,https://static.politifact.com/img/meter-half-true.jpg
"

The Dali ship’s “black box” stopped recording “right before (the) crash” into the Baltimore bridge then started recording “right after.”

",/factchecks/2024/apr/02/instagram-posts/baltimore-bridge-collapse-post-misleads-about-dali/,"April 2, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

Video of the ship colliding with the Baltimore bridge proves the bridge collapse wasn’t “an accident.”

",/factchecks/2024/apr/02/facebook-posts/baltimore-bridge-collapse-federal-state-officials/,"April 2, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

Three rockets NASA is launching during the April 8 solar eclipse is “a ritual causing mass psychosis.”

",/factchecks/2024/apr/02/instagram-posts/no-nasa-doesnt-have-a-mission-to-cause-mass-psycho/,"April 2, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

“Joe Biden banned ‘religious themed’ eggs at the White House’s Easter Egg design contest for kids.”

",/factchecks/2024/apr/01/kristi-noem/claim-that-joe-biden-banned-religious-easter-egg-d/,"April 1, 2024",Kristi Noem,https://static.politifact.com/img/meter-false.jpg
"

“Nothing to see here… just the Mayor of Baltimore threatening White people.”

",/factchecks/2024/apr/01/libs-of-tiktok/baltimore-mayor-brandon-scott-did-not-threaten-whi/,"April 1, 2024",Libs of TikTok,https://static.politifact.com/img/meter-false.jpg
"

You can vote in-person absentee at your clerk’s office on Monday before Election Day.

",/factchecks/2024/apr/01/derrick-van-orden/no-you-cannot-vote-in-person-absentee-the-day-befo/,"April 1, 2024",Derrick Van Orden,https://static.politifact.com/img/meter-false.jpg
"

In 2020, Trump “did much better” in the Wisconsin election than 2016, and “after the wrongdoing was found, people said, ‘Well, he actually did win.’”

",/factchecks/2024/apr/01/donald-trump/ahead-of-first-2024-rally-in-wisconsin-trump-repea/,"April 1, 2024",Donald Trump,https://static.politifact.com/img/meter-pants-fire.jpg
"

“Buttigieg praises cargo ship for helping dismantle racism in American roads.”

",/factchecks/2024/mar/29/viral-image/satirical-headline-about-pete-buttigieg-and-the-ke/,"arch 29, 2024",Viral image,https://static.politifact.com/img/meter-false.jpg
"

In New York, there are no barriers to law enforcement to work with the federal government on immigration laws, and there are 100 crimes where migrants can be handed over.

",/factchecks/2024/mar/29/kathy-hochul/patchwork-of-laws-and-edicts-limit-cooperation-bet/,"arch 29, 2024",Kathy Hochul,https://static.politifact.com/img/meter-barely-true.jpg
"

“The Francis Scott Key bridge is the same bridge that was shown in the Netflix movie ‘Leave the World Behind.’”

",/factchecks/2024/mar/29/facebook-posts/baltimore-bridge-is-not-the-same-bridge-as-seen-in/,"arch 29, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

“We’re facing situations these days where you have to have two officers in the evidence room in case there’s an accidental (fentanyl) exposure.”

",/factchecks/2024/mar/29/tammy-baldwin/yes-many-wisconsin-police-agencies-have-two-office/,"arch 29, 2024",Tammy Baldwin,https://static.politifact.com/img/meter-true.jpg
"

""Barco chino destruye imponente barco en Baltimore"".

",/factchecks/2024/mar/29/facebook-posts/el-buque-que-choco-contra-el-puente-de-baltimore-n/,"arch 29, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

Donald Trump paid off the mortgage of a man who helped him fix a flat tire.

",/factchecks/2024/mar/29/facebook-posts/no-donald-trump-did-not-pay-off-the-mortgage-of-a/,"arch 29, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

A March 26 bridge fire in Ohio is related to the collapse of Baltimore's Francis Scott Key Bridge.

",/factchecks/2024/mar/29/instagram-posts/baltimore-bridge-accident-fire-near-ohio-bridge-ar/,"arch 29, 2024",Instagram posts,https://static.politifact.com/img/meter-false.jpg
"

“Three busses just loaded up with illegal invaders at Detroit Metro"" airport.

",/factchecks/2024/mar/29/matt-maddock/three-busses-just-loaded-up-with-illegal-invaders/,"arch 29, 2024",Matt Maddock,https://static.politifact.com/img/meter-pants-fire.jpg
"

“We just had 100% increase in layoffs.”

",/factchecks/2024/mar/29/scott-walker/former-wisconsin-governors-statement-on-layoffs-is/,"arch 29, 2024",Scott Walker,https://static.politifact.com/img/meter-mostly-true.jpg
"

There was an “attempt on the life” of Dr. Oz after he shared a blood pressure treatment.

",/factchecks/2024/mar/29/facebook-posts/dr-oz-wasnt-attacked-on-tv-for-talking-about-a-new/,"arch 29, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

Photo shows “a black figure on the bridge before it collapsed.”

",/factchecks/2024/mar/29/facebook-posts/no-this-isnt-a-photo-of-a-black-figure-on-baltimor/,"arch 29, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

Donald Trump won Pennsylvania in the 2020 presidential election.

",/factchecks/2024/mar/29/facebook-posts/why-joe-biden-surpassing-donald-trumps-lead-in-202/,"arch 29, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

""El presidente Biden acaba de anunciar el nuevo programa 'Latinos sin deudas 2024' que ayudará a toda la comunidad hispana con problemas de deudas"".

",/factchecks/2024/apr/03/facebook-posts/no-biden-no-anuncio-un-programa-para-ayudar-a-los/,"April 3, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
"

""Los Simpson predicen la caída del puente en Maryland"".

",/factchecks/2024/apr/03/facebook-posts/los-simpson-no-predijeron-la-caida-del-puente-fran/,"April 3, 2024",Facebook posts,https://static.politifact.com/img/meter-false.jpg
